frame_idx,track_id,cls_id,conf,x1,y1,x2,y2
43,17,2,0.3522,1286,7,1524,127
43,18,2,0.3795,1805,628,2118,782
43,19,2,0.4033,2002,750,2249,884
44,1,2,0.6339,1604,461,1913,624
44,2,2,0.3741,2360,1236,2558,1437
44,3,2,0.4089,2375,1248,2558,1437
44,5,2,0.7826,661,401,976,531
44,6,2,0.6107,886,1115,1339,1430
44,7,2,0.3872,1504,372,1763,498
44,8,2,0.4467,894,1075,1338,1387
44,9,2,0.7646,2116,978,2466,1190
44,10,2,0.6401,596,250,878,373
44,12,2,0.3706,560,70,818,201
44,13,2,0.3657,816,659,1140,829
44,14,2,0.3717,872,488,1165,627
44,15,2,0.3580,1769,469,2058,619
44,16,2,0.6816,2290,96,2502,199
44,17,2,0.3522,1286,7,1524,127
44,18,2,0.4372,1815,677,2142,838
44,19,2,0.4033,2002,750,2249,884
44,20,2,0.4694,533,0,754,69
44,21,2,0.4480,2022,828,2305,1020
45,1,2,0.5396,1605,472,1916,633
45,2,2,0.3741,2360,1236,2558,1437
45,3,2,0.4089,2375,1248,2558,1437
45,5,2,0.7355,663,408,975,541
45,6,2,0.5114,885,1136,1339,1434
45,7,2,0.4781,1504,372,1763,504
45,8,2,0.4467,894,1075,1338,1387
45,9,2,0.7529,2116,992,2470,1214
45,10,2,0.4508,592,257,877,381
45,12,2,0.5165,543,101,806,237
45,13,2,0.3657,816,659,1140,829
45,14,2,0.3717,872,488,1165,627
45,15,2,0.3580,1769,469,2058,619
45,16,2,0.6780,2292,101,2506,206
45,17,2,0.3522,1286,7,1524,127
45,18,2,0.4211,1819,690,2145,861
45,19,2,0.4033,2002,750,2249,884
45,20,2,0.5308,527,0,753,74
45,21,2,0.7043,2033,842,2312,1033
46,1,2,0.6584,1605,479,1920,646
46,2,2,0.3741,2360,1236,2558,1437
46,3,2,0.4089,2375,1248,2558,1437
46,5,2,0.6244,649,416,972,556
46,6,2,0.4541,878,1157,1338,1437
46,7,2,0.4829,1504,379,1765,514
46,8,2,0.4467,894,1075,1338,1387
46,9,2,0.6760,2124,1013,2484,1232
46,10,2,0.4508,592,257,877,381
46,12,2,0.5165,543,101,806,237
46,13,2,0.3657,816,659,1140,829
46,14,2,0.3717,872,488,1165,627
46,15,2,0.3580,1769,469,2058,619
46,16,2,0.5805,2298,105,2511,211
46,17,2,0.3522,1286,7,1524,127
46,18,2,0.4211,1819,690,2145,861
46,19,2,0.4033,2002,750,2249,884
46,20,2,0.5588,514,0,756,81
46,21,2,0.3571,2030,856,2315,1045
47,1,2,0.7082,1609,490,1920,656
47,2,2,0.3741,2360,1236,2558,1437
47,3,2,0.4089,2375,1248,2558,1437
47,5,2,0.5668,648,425,968,568
47,6,2,0.4541,878,1157,1338,1437
47,7,2,0.4399,1503,402,1770,529
47,8,2,0.4467,894,1075,1338,1387
47,9,2,0.6378,2126,1023,2491,1255
47,10,2,0.4791,584,275,865,401
47,12,2,0.5165,543,101,806,237
47,13,2,0.3658,788,736,1125,915
47,14,2,0.3717,872,488,1165,627
47,15,2,0.3580,1769,469,2058,619
47,16,2,0.6292,2300,112,2514,218
47,17,2,0.3522,1286,7,1524,127
47,18,2,0.4579,1833,715,2155,889
47,19,2,0.4033,2002,750,2249,884
47,20,2,0.5368,514,0,750,85
47,21,2,0.5452,2043,873,2324,1062
48,1,2,0.6657,1606,505,1923,668
48,2,2,0.3741,2360,1236,2558,1437
48,3,2,0.4089,2375,1248,2558,1437
48,5,2,0.5986,635,437,967,577
48,6,2,0.4541,878,1157,1338,1437
48,7,2,0.6172,1506,405,1770,537
48,8,2,0.4467,894,1075,1338,1387
48,9,2,0.5460,2133,1046,2495,1271
48,10,2,0.5595,584,279,862,411
48,12,2,0.5165,543,101,806,237
48,13,2,0.3658,788,736,1125,915
48,14,2,0.3717,872,488,1165,627
48,15,2,0.3580,1769,469,2058,619
48,16,2,0.4051,2304,120,2519,225
48,17,2,0.3522,1286,7,1524,127
48,18,2,0.4406,1832,728,2164,901
48,19,2,0.4033,2002,750,2249,884
48,20,2,0.5649,500,0,747,97
48,21,2,0.4028,2046,888,2335,1096
49,1,2,0.6660,1608,511,1927,677
49,2,2,0.3741,2360,1236,2558,1437
49,3,2,0.4089,2375,1248,2558,1437
49,5,2,0.3513,634,444,962,588
49,6,2,0.4541,878,1157,1338,1437
49,7,2,0.4823,1502,413,1769,545
49,8,2,0.4467,894,1075,1338,1387
49,9,2,0.5457,2142,1071,2508,1295
49,10,2,0.4248,564,286,856,416
49,12,2,0.5165,543,101,806,237
49,13,2,0.3658,788,736,1125,915
49,14,2,0.3717,872,488,1165,627
49,15,2,0.3580,1769,469,2058,619
49,16,2,0.3789,2305,125,2523,234
49,17,2,0.3522,1286,7,1524,127
49,18,2,0.4011,1833,744,2166,914
49,19,2,0.4033,2002,750,2249,884
49,20,2,0.6433,493,0,746,95
49,21,2,0.4724,2046,905,2345,1113
50,1,2,0.6206,1608,519,1929,693
50,2,2,0.3741,2360,1236,2558,1437
50,5,2,0.5285,632,453,957,599
50,6,2,0.4541,878,1157,1338,1437
50,7,2,0.4823,1502,413,1769,545
50,8,2,0.4467,894,1075,1338,1387
50,9,2,0.5812,2145,1080,2513,1312
50,10,2,0.3976,564,298,859,424
50,12,2,0.6456,517,132,789,271
50,13,2,0.3658,788,736,1125,915
50,14,2,0.3717,872,488,1165,627
50,15,2,0.3580,1769,469,2058,619
50,16,2,0.3891,2310,130,2531,240
50,17,2,0.3522,1286,7,1524,127
50,18,2,0.4011,1833,744,2166,914
50,19,2,0.4033,2002,750,2249,884
50,20,2,0.6830,475,0,740,100
50,21,2,0.4135,2051,919,2345,1122
51,1,2,0.5094,1611,529,1934,704
51,2,2,0.3741,2360,1236,2558,1437
51,5,2,0.4907,632,465,960,605
51,6,2,0.4541,878,1157,1338,1437
51,7,2,0.4823,1502,413,1769,545
51,8,2,0.4467,894,1075,1338,1387
51,9,2,0.6729,2158,1102,2526,1338
51,10,2,0.3976,564,298,859,424
51,12,2,0.6456,517,132,789,271
51,13,2,0.3658,788,736,1125,915
51,14,2,0.3717,872,488,1165,627
51,15,2,0.3580,1769,469,2058,619
51,16,2,0.3891,2310,130,2531,240
51,17,2,0.3522,1286,7,1524,127
51,18,2,0.4011,1833,744,2166,914
51,19,2,0.4033,2002,750,2249,884
51,20,2,0.5581,475,0,738,107
51,21,2,0.4478,2064,939,2354,1142
52,1,2,0.6785,1612,541,1937,719
52,2,2,0.3741,2360,1236,2558,1437
52,5,2,0.5500,625,477,952,622
52,6,2,0.4541,878,1157,1338,1437
52,7,2,0.4625,1509,436,1777,573
52,8,2,0.4467,894,1075,1338,1387
52,9,2,0.6815,2163,1122,2538,1356
52,10,2,0.6103,562,312,853,443
52,12,2,0.6456,517,132,789,271
52,13,2,0.3658,788,736,1125,915
52,14,2,0.3717,872,488,1165,627
52,15,2,0.3580,1769,469,2058,619
52,16,2,0.3891,2310,130,2531,240
52,17,2,0.3522,1286,7,1524,127
52,18,2,0.3651,1840,783,2183,971
52,19,2,0.4033,2002,750,2249,884
52,20,2,0.4671,488,3,737,109
52,21,2,0.3978,2068,952,2357,1161
53,1,2,0.7270,1616,555,1942,723
53,2,2,0.3741,2360,1236,2558,1437
53,5,2,0.7185,619,484,951,634
53,6,2,0.4541,878,1157,1338,1437
53,7,2,0.5913,1506,434,1781,584
53,8,2,0.4467,894,1075,1338,1387
53,9,2,0.6597,2172,1139,2553,1380
53,10,2,0.6393,557,320,850,447
53,12,2,0.6456,517,132,789,271
53,13,2,0.3658,788,736,1125,915
53,14,2,0.3717,872,488,1165,627
53,15,2,0.3580,1769,469,2058,619
53,16,2,0.4313,2324,149,2548,257
53,17,2,0.3522,1286,7,1524,127
53,18,2,0.4303,1839,798,2188,989
53,19,2,0.4033,2002,750,2249,884
53,20,2,0.4986,478,1,733,118
53,21,2,0.4590,2068,969,2371,1180
54,1,2,0.6424,1613,562,1945,742
54,2,2,0.6068,2174,1158,2556,1402
54,5,2,0.6097,616,494,952,641
54,6,2,0.4541,878,1157,1338,1437
54,7,2,0.3909,1530,490,1781,595
54,8,2,0.4467,894,1075,1338,1387
54,9,2,0.6597,2172,1139,2553,1380
54,10,2,0.3544,552,332,849,462
54,12,2,0.5698,498,132,778,306
54,13,2,0.3658,788,736,1125,915
54,14,2,0.3717,872,488,1165,627
54,15,2,0.3580,1769,469,2058,619
54,16,2,0.5416,2328,157,2552,264
54,17,2,0.3522,1286,7,1524,127
54,18,2,0.4303,1839,798,2188,989
54,19,2,0.4033,2002,750,2249,884
54,20,2,0.5729,476,0,732,125
54,21,2,0.4191,2076,985,2377,1199
55,1,2,0.6992,1617,574,1950,757
55,2,2,0.5219,2179,1179,2559,1427
55,5,2,0.3664,609,505,948,653
55,6,2,0.4541,878,1157,1338,1437
55,7,2,0.3909,1530,490,1781,595
55,8,2,0.4467,894,1075,1338,1387
55,9,2,0.6597,2172,1139,2553,1380
55,10,2,0.3597,551,341,854,470
55,12,2,0.5698,498,132,778,306
55,13,2,0.3658,788,736,1125,915
55,14,2,0.3717,872,488,1165,627
55,15,2,0.3580,1769,469,2058,619
55,16,2,0.5416,2328,157,2552,264
55,17,2,0.3522,1286,7,1524,127
55,18,2,0.4405,1847,826,2206,1015
55,19,2,0.4033,2002,750,2249,884
55,20,2,0.5685,479,0,732,129
55,21,2,0.4191,2076,985,2377,1199
56,1,2,0.7028,1616,586,1953,768
56,2,2,0.6969,2191,1202,2560,1435
56,5,2,0.6697,599,517,946,668
56,6,2,0.4541,878,1157,1338,1437
56,7,2,0.3700,1511,475,1783,617
56,8,2,0.4467,894,1075,1338,1387
56,9,2,0.6597,2172,1139,2553,1380
56,10,2,0.7072,532,343,837,480
56,12,2,0.5698,498,132,778,306
56,13,2,0.3658,788,736,1125,915
56,16,2,0.5416,2328,157,2552,264
56,17,2,0.3522,1286,7,1524,127
56,18,2,0.5141,1854,841,2205,1026
56,19,2,0.4033,2002,750,2249,884
56,20,2,0.5898,482,38,728,130
56,21,2,0.4615,2088,1023,2385,1243
57,1,2,0.6721,1617,594,1956,780
57,2,2,0.5615,2193,1220,2558,1440
57,5,2,0.5358,605,528,941,674
57,6,2,0.4541,878,1157,1338,1437
57,7,2,0.3700,1511,475,1783,617
57,8,2,0.4467,894,1075,1338,1387
57,9,2,0.6597,2172,1139,2553,1380
57,10,2,0.4327,529,352,836,487
57,12,2,0.5698,498,132,778,306
57,13,2,0.3658,788,736,1125,915
57,16,2,0.5416,2328,157,2552,264
57,17,2,0.3522,1286,7,1524,127
57,18,2,0.4115,1858,860,2214,1048
57,19,2,0.4033,2002,750,2249,884
57,20,2,0.5027,469,40,722,136
57,21,2,0.4337,2093,1040,2398,1266
58,1,2,0.7369,1620,609,1959,792
58,2,2,0.5579,2202,1243,2560,1439
58,5,2,0.6832,601,535,940,689
58,6,2,0.4541,878,1157,1338,1437
58,7,2,0.5102,1516,489,1795,636
58,8,2,0.4467,894,1075,1338,1387
58,9,2,0.6597,2172,1139,2553,1380
58,10,2,0.4327,529,352,836,487
58,12,2,0.5698,498,132,778,306
58,13,2,0.3658,788,736,1125,915
58,16,2,0.4417,2347,177,2558,289
58,18,2,0.4317,1862,873,2220,1072
58,19,2,0.4033,2002,750,2249,884
58,20,2,0.5393,468,43,719,141
58,21,2,0.5154,2104,1059,2410,1287
59,1,2,0.6159,1623,621,1962,805
59,2,2,0.4072,2335,1268,2558,1437
59,5,2,0.7815,591,546,935,702
59,6,2,0.4541,878,1157,1338,1437
59,7,2,0.5259,1517,503,1797,644
59,8,2,0.4467,894,1075,1338,1387
59,9,2,0.6597,2172,1139,2553,1380
59,10,2,0.5750,531,372,832,512
59,12,2,0.3911,472,171,761,345
59,13,2,0.3658,788,736,1125,915
59,16,2,0.5194,2352,182,2558,298
59,18,2,0.4317,1862,873,2220,1072
59,19,2,0.4033,2002,750,2249,884
59,20,2,0.6875,468,46,713,144
59,21,2,0.5154,2104,1059,2410,1287
60,1,2,0.5772,1625,634,1966,819
60,2,2,0.4004,2336,1291,2559,1440
60,5,2,0.6377,586,557,931,716
60,6,2,0.4541,878,1157,1338,1437
60,7,2,0.5259,1517,503,1797,644
60,8,2,0.4467,894,1075,1338,1387
60,9,2,0.6597,2172,1139,2553,1380
60,10,2,0.5750,531,372,832,512
60,12,2,0.3911,472,171,761,345
60,13,2,0.3658,788,736,1125,915
60,16,2,0.4717,2356,192,2558,306
60,18,2,0.4305,1870,902,2235,1103
60,19,2,0.4033,2002,750,2249,884
60,20,2,0.4080,456,52,710,151
60,21,2,0.5154,2104,1059,2410,1287
60,22,2,0.4438,1275,208,1543,329
61,1,2,0.6501,1626,647,1971,832
61,2,2,0.4004,2336,1291,2559,1440
61,5,2,0.7353,575,567,927,729
61,6,2,0.4541,878,1157,1338,1437
61,7,2,0.3885,1515,526,1798,667
61,8,2,0.4467,894,1075,1338,1387
61,9,2,0.6597,2172,1139,2553,1380
61,10,2,0.4298,520,395,819,530
61,12,2,0.3911,472,171,761,345
61,13,2,0.3658,788,736,1125,915
61,16,2,0.6469,2362,197,2559,313
61,18,2,0.4305,1870,902,2235,1103
61,19,2,0.4033,2002,750,2249,884
61,20,2,0.4080,456,52,710,151
61,21,2,0.5154,2104,1059,2410,1287
61,22,2,0.4438,1275,208,1543,329
62,1,2,0.5808,1628,654,1977,850
62,2,2,0.4004,2336,1291,2559,1440
62,5,2,0.7207,572,582,927,738
62,6,2,0.4541,878,1157,1338,1437
62,7,2,0.3610,1522,532,1800,683
62,8,2,0.4467,894,1075,1338,1387
62,9,2,0.6597,2172,1139,2553,1380
62,10,2,0.5994,515,401,820,535
62,12,2,0.3911,472,171,761,345
62,13,2,0.3658,788,736,1125,915
62,16,2,0.4956,2365,206,2558,320
62,18,2,0.5124,1878,936,2245,1143
62,19,2,0.4033,2002,750,2249,884
62,20,2,0.4080,456,52,710,151
62,21,2,0.5154,2104,1059,2410,1287
62,22,2,0.4438,1275,208,1543,329
63,1,2,0.6179,1628,667,1979,858
63,2,2,0.4004,2336,1291,2559,1440
63,5,2,0.7237,569,592,924,753
63,6,2,0.4541,878,1157,1338,1437
63,7,2,0.4595,1520,544,1805,692
63,8,2,0.4467,894,1075,1338,1387
63,9,2,0.6597,2172,1139,2553,1380
63,10,2,0.4304,511,409,815,544
63,12,2,0.4865,465,209,746,380
63,13,2,0.3658,788,736,1125,915
63,16,2,0.4956,2365,206,2558,320
63,18,2,0.4731,1886,946,2252,1158
63,19,2,0.4033,2002,750,2249,884
63,20,2,0.4080,456,52,710,151
63,21,2,0.5154,2104,1059,2410,1287
63,22,2,0.4438,1275,208,1543,329
64,1,2,0.5462,1629,683,1984,874
64,2,2,0.4004,2336,1291,2559,1440
64,5,2,0.6908,564,600,918,768
64,6,2,0.4541,878,1157,1338,1437
64,7,2,0.3945,1517,548,1804,703
64,8,2,0.4467,894,1075,1338,1387
64,9,2,0.6597,2172,1139,2553,1380
64,10,2,0.5682,505,418,811,559
64,12,2,0.4775,460,237,746,389
64,13,2,0.3658,788,736,1125,915
64,16,2,0.4956,2365,206,2558,320
64,18,2,0.5451,1889,968,2259,1181
64,19,2,0.4033,2002,750,2249,884
64,20,2,0.4080,456,52,710,151
64,21,2,0.5154,2104,1059,2410,1287
64,22,2,0.4438,1275,208,1543,329
65,1,2,0.7146,1629,696,1989,892
65,2,2,0.4004,2336,1291,2559,1440
65,5,2,0.6558,560,613,914,776
65,6,2,0.4541,878,1157,1338,1437
65,7,2,0.4108,1519,565,1807,716
65,8,2,0.4467,894,1075,1338,1387
65,9,2,0.6597,2172,1139,2553,1380
65,10,2,0.4695,499,427,807,569
65,12,2,0.4775,460,237,746,389
65,13,2,0.3658,788,736,1125,915
65,16,2,0.4956,2365,206,2558,320
65,18,2,0.5350,1893,985,2268,1202
65,19,2,0.4033,2002,750,2249,884
65,20,2,0.3895,440,83,696,182
65,21,2,0.5154,2104,1059,2410,1287
65,22,2,0.4438,1275,208,1543,329
66,1,2,0.6282,1633,709,1993,908
66,2,2,0.4004,2336,1291,2559,1440
66,5,2,0.6328,557,626,912,793
66,6,2,0.4541,878,1157,1338,1437
66,7,2,0.4108,1519,565,1807,716
66,8,2,0.4467,894,1075,1338,1387
66,9,2,0.6597,2172,1139,2553,1380
66,10,2,0.5807,495,437,806,575
66,12,2,0.3781,440,255,748,402
66,13,2,0.3658,788,736,1125,915
66,16,2,0.4956,2365,206,2558,320
66,18,2,0.3728,1895,1000,2278,1220
66,19,2,0.4033,2002,750,2249,884
66,20,2,0.3895,440,83,696,182
66,21,2,0.5154,2104,1059,2410,1287
66,22,2,0.4438,1275,208,1543,329
67,1,2,0.6009,1631,720,1993,918
67,2,2,0.4004,2336,1291,2559,1440
67,5,2,0.7591,545,638,911,804
67,6,2,0.4541,878,1157,1338,1437
67,7,2,0.4108,1519,565,1807,716
67,8,2,0.4467,894,1075,1338,1387
67,9,2,0.5470,2158,1234,2483,1438
67,10,2,0.5897,488,446,801,591
67,12,2,0.4641,440,257,740,417
67,13,2,0.3658,788,736,1125,915
67,16,2,0.4956,2365,206,2558,320
67,18,2,0.4658,1896,1017,2282,1247
67,19,2,0.4033,2002,750,2249,884
67,20,2,0.4283,440,96,693,192
67,21,2,0.5154,2104,1059,2410,1287
67,22,2,0.4438,1275,208,1543,329
68,1,2,0.6773,1637,730,1997,934
68,2,2,0.4004,2336,1291,2559,1440
68,5,2,0.5929,538,650,904,822
68,6,2,0.4541,878,1157,1338,1437
68,7,2,0.4108,1519,565,1807,716
68,8,2,0.4467,894,1075,1338,1387
68,9,2,0.5470,2158,1234,2483,1438
68,10,2,0.4061,483,460,796,599
68,12,2,0.4641,440,257,740,417
68,13,2,0.3658,788,736,1125,915
68,16,2,0.4956,2365,206,2558,320
68,18,2,0.4293,1899,1034,2286,1268
68,19,2,0.4033,2002,750,2249,884
68,20,2,0.4283,440,96,693,192
68,21,2,0.5154,2104,1059,2410,1287
68,22,2,0.4438,1275,208,1543,329
69,1,2,0.6696,1640,747,2001,950
69,2,2,0.4004,2336,1291,2559,1440
69,5,2,0.5620,533,657,898,832
69,6,2,0.4541,878,1157,1338,1437
69,7,2,0.4108,1519,565,1807,716
69,8,2,0.4467,894,1075,1338,1387
69,9,2,0.5470,2158,1234,2483,1438
69,10,2,0.5691,473,466,794,604
69,12,2,0.4641,440,257,740,417
69,13,2,0.3658,788,736,1125,915
69,16,2,0.4956,2365,206,2558,320
69,18,2,0.5287,1901,1053,2295,1288
69,20,2,0.4283,440,96,693,192
69,21,2,0.5154,2104,1059,2410,1287
69,22,2,0.4438,1275,208,1543,329
70,1,2,0.6624,1639,761,2010,968
70,2,2,0.4004,2336,1291,2559,1440
70,5,2,0.6432,529,674,896,848
70,6,2,0.4541,878,1157,1338,1437
70,7,2,0.5487,1526,622,1825,783
70,8,2,0.4467,894,1075,1338,1387
70,9,2,0.5470,2158,1234,2483,1438
70,10,2,0.4646,469,476,789,624
70,12,2,0.4641,440,257,740,417
70,13,2,0.3658,788,736,1125,915
70,16,2,0.4956,2365,206,2558,320
70,18,2,0.5144,1910,1068,2305,1310
70,20,2,0.4283,440,96,693,192
70,21,2,0.5154,2104,1059,2410,1287
70,22,2,0.4438,1275,208,1543,329
71,1,2,0.6425,1640,776,2014,985
71,2,2,0.4004,2336,1291,2559,1440
71,5,2,0.6874,521,687,894,863
71,6,2,0.4541,878,1157,1338,1437
71,7,2,0.3616,1523,632,1828,791
71,8,2,0.4467,894,1075,1338,1387
71,9,2,0.5470,2158,1234,2483,1438
71,10,2,0.4646,469,476,789,624
71,12,2,0.4615,419,291,719,453
71,13,2,0.3658,788,736,1125,915
71,16,2,0.4956,2365,206,2558,320
71,18,2,0.4259,1914,1091,2307,1336
71,20,2,0.4283,440,96,693,192
71,21,2,0.5154,2104,1059,2410,1287
71,22,2,0.4438,1275,208,1543,329
72,1,2,0.6484,1642,786,2022,1002
72,2,2,0.4004,2336,1291,2559,1440
72,5,2,0.7320,515,700,890,878
72,6,2,0.4541,878,1157,1338,1437
72,7,2,0.4757,1526,646,1829,813
72,8,2,0.4467,894,1075,1338,1387
72,9,2,0.5470,2158,1234,2483,1438
72,10,2,0.5649,458,494,781,640
72,12,2,0.4615,419,291,719,453
72,13,2,0.3658,788,736,1125,915
72,16,2,0.4956,2365,206,2558,320
72,18,2,0.4741,1919,1108,2314,1356
72,20,2,0.4283,440,96,693,192
72,21,2,0.5154,2104,1059,2410,1287
72,22,2,0.4438,1275,208,1543,329
73,1,2,0.5806,1644,808,2022,1018
73,2,2,0.4004,2336,1291,2559,1440
73,5,2,0.8197,509,713,888,894
73,6,2,0.4541,878,1157,1338,1437
73,7,2,0.4757,1526,646,1829,813
73,9,2,0.5470,2158,1234,2483,1438
73,10,2,0.5349,455,505,776,656
73,12,2,0.4615,419,291,719,453
73,13,2,0.3658,788,736,1125,915
73,16,2,0.4956,2365,206,2558,320
73,18,2,0.4604,1927,1124,2322,1381
73,20,2,0.4402,406,132,670,236
73,21,2,0.5154,2104,1059,2410,1287
73,22,2,0.4438,1275,208,1543,329
73,23,2,0.4167,630,1166,1058,1433
74,1,2,0.6594,1646,816,2026,1036
74,2,2,0.4004,2336,1291,2559,1440
74,5,2,0.7558,500,722,883,913
74,6,2,0.4541,878,1157,1338,1437
74,7,2,0.4757,1526,646,1829,813
74,9,2,0.5470,2158,1234,2483,1438
74,10,2,0.5314,445,515,771,667
74,12,2,0.4615,419,291,719,453
74,13,2,0.3658,788,736,1125,915
74,16,2,0.4956,2365,206,2558,320
74,18,2,0.5100,1926,1147,2328,1398
74,20,2,0.3644,401,137,667,241
74,21,2,0.5154,2104,1059,2410,1287
74,22,2,0.4438,1275,208,1543,329
74,23,2,0.4167,630,1166,1058,1433
75,1,2,0.6675,1650,829,2029,1052
75,2,2,0.4004,2336,1291,2559,1440
75,5,2,0.6310,497,736,877,924
75,6,2,0.4541,878,1157,1338,1437
75,7,2,0.5379,1526,679,1840,850
75,9,2,0.5470,2158,1234,2483,1438
75,10,2,0.5902,442,528,768,676
75,12,2,0.4615,419,291,719,453
75,13,2,0.3658,788,736,1125,915
75,16,2,0.4956,2365,206,2558,320
75,18,2,0.5638,1933,1161,2342,1426
75,20,2,0.5844,395,142,664,250
75,21,2,0.5154,2104,1059,2410,1287
75,22,2,0.4438,1275,208,1543,329
75,23,2,0.4167,630,1166,1058,1433
76,1,2,0.6341,1652,849,2033,1072
76,2,2,0.4004,2336,1291,2559,1440
76,5,2,0.7682,498,751,871,939
76,6,2,0.4541,878,1157,1338,1437
76,7,2,0.3777,1532,693,1841,861
76,9,2,0.5470,2158,1234,2483,1438
76,10,2,0.5665,436,538,765,690
76,12,2,0.4615,419,291,719,453
76,13,2,0.3658,788,736,1125,915
76,16,2,0.4956,2365,206,2558,320
76,18,2,0.4190,1941,1186,2347,1435
76,20,2,0.5864,387,147,661,257
76,21,2,0.5154,2104,1059,2410,1287
76,22,2,0.4438,1275,208,1543,329
76,23,2,0.4167,630,1166,1058,1433
77,1,2,0.5505,1651,865,2045,1091
77,2,2,0.4004,2336,1291,2559,1440
77,5,2,0.7282,487,765,870,956
77,7,2,0.3732,1533,706,1845,880
77,9,2,0.5470,2158,1234,2483,1438
77,10,2,0.5889,428,544,762,702
77,12,2,0.4728,387,349,714,506
77,13,2,0.3658,788,736,1125,915
77,16,2,0.4956,2365,206,2558,320
77,18,2,0.4190,1941,1186,2347,1435
77,20,2,0.8296,389,150,658,260
77,21,2,0.5154,2104,1059,2410,1287
77,22,2,0.4438,1275,208,1543,329
77,23,2,0.4167,630,1166,1058,1433
78,1,2,0.6196,1659,879,2052,1109
78,2,2,0.4004,2336,1291,2559,1440
78,5,2,0.6782,484,779,870,970
78,7,2,0.6408,1537,719,1862,892
78,9,2,0.5470,2158,1234,2483,1438
78,10,2,0.5560,428,554,765,712
78,12,2,0.3831,386,357,713,509
78,16,2,0.4956,2365,206,2558,320
78,18,2,0.4190,1941,1186,2347,1435
78,20,2,0.4502,393,159,663,269
78,21,2,0.5154,2104,1059,2410,1287
78,22,2,0.4438,1275,208,1543,329
78,23,2,0.4167,630,1166,1058,1433
